bldgstructuretemplate_structure,bldgstructuretemplateid,varchar,255,NO,NULL
bldgstructuretemplate_structure,structureid,varchar,255,NO,NULL
BldgType,objid,varchar,35,NO,NULL
BldgType,code,varchar,5,NO,NULL
BldgType,description,varchar,50,NO,NULL
BldgType,previd,varchar,50,YES,NULL
BldgType,residualValue,numeric,NULL,NO,NULL
BldgType,economicLife,int,NULL,NO,NULL
BldgType,bldgrysettingid,varchar,35,NO,NULL
BldgTypeClassification,objid,varchar,35,NO,NULL
BldgTypeClassification,baseValueType,varchar,255,YES,NULL
BldgTypeClassification,baseValue,numeric,NULL,NO,NULL
BldgTypeClassification,minBaseValue,numeric,NULL,NO,NULL
BldgTypeClassification,maxBaseValue,numeric,NULL,NO,NULL
BldgTypeClassification,expression,varchar,255,YES,NULL
BldgTypeClassification,previd,varchar,50,YES,NULL
BldgTypeClassification,bldgtypeid,varchar,35,NO,NULL
BldgTypeClassification,bldgkindid,varchar,35,NO,NULL
BldgTypeStructure,objid,varchar,35,NO,NULL
BldgTypeStructure,previd,varchar,50,YES,NULL
BldgTypeStructure,structureid,varchar,255,YES,NULL
BldgTypeStructure,materialid,varchar,35,YES,NULL
BldgTypeStructure,bldgtypeid,varchar,35,NO,NULL
BldgUse,objid,varchar,255,NO,NULL
BldgUse,area,numeric,NULL,NO,NULL
BldgUse,baseValue,numeric,NULL,NO,NULL
BldgUse,adjustment,numeric,NULL,NO,NULL
BldgUse,marketValue,numeric,NULL,NO,NULL
BldgUse,adjMarketValue,numeric,NULL,NO,NULL
BldgUse,assessLevel,numeric,NULL,NO,NULL
BldgUse,assessedValue,numeric,NULL,NO,NULL
BldgUse,bldgAssessLevelId,varchar,50,NO,NULL
BldgUse,specialLevel,tinyint,NULL,NO,NULL
BldgUse,actualUseId,varchar,50,NO,NULL
BldgUse,actualUseCode,varchar,10,NO,NULL
BldgUse,actualUseTitle,varchar,50,NO,NULL
BldgUse,bldgrpuid,varchar,50,NO,NULL
BPAccountComputationSetting,objid,varchar,50,NO,NULL
BPAccountComputationSetting,surchargeRate,numeric,NULL,YES,NULL
BPAccountComputationSetting,interestRate,numeric,NULL,YES,NULL
BPAccountComputationSetting,includeSurcharge,tinyint,NULL,NO,NULL
